firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Jeremy,Batioja,FALSE,,,Midfielder,,,31,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javen,Romero,FALSE,,,Defender,,,37,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego,Rosales,FALSE,180,72,Defender,Supplemental Slots 29-30,Homegrown,43,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz,Bogusz,TRUE,175,69,Midfielder,Senior,International,19,lafc,13,746,9,7,5,0,2,37.50%,49%,43.80%,83.90%,273,229,32.9,72.70%,19.80%,27.80%,28.60%,23.80%,73%,84.90%,13,2,2,0,14,24,16,2,8.30%,373,0,2,0,0,1,1,0,17,18,2,0,,,,,,
Dustin,Aguirre,FALSE,183,73,Forward,,,45,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah,Dollenmayer,FALSE,198,91,Defender,,,35,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremi,Rodríguez,FALSE,182,,Defender,,,36,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan,Moyado,FALSE,,,Midfielder,,,34,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladji,Mallé,FALSE,,,Forward,,,39,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy,Tillman,FALSE,183,74,Midfielder,Senior,,11,lafc,12,763,9,4,8,1,13,68%,56.20%,42.90%,88.20%,397,350,46.8,68%,25.20%,27.00%,25.40%,22.40%,80.30%,94.40%,4,0,0,0,9,13,5,2,15.40%,381.5,1,1,0,0,2,0,0,20,9,2,0,,,,,,
Sergi,Palencia,FALSE,168,67,Defender,Senior,International,30,lafc,10,698,8,2,5,1,10,72.70%,56.80%,52.90%,83.80%,370,310,47.7,57.10%,32.20%,39.50%,12.40%,15.90%,79.50%,83.40%,14,2,1,1,8,4,0,0,0%,-,0,0,0,0,0,0,0,7,12,1,0,,,,,,
Eldin,Jakupovic,FALSE,191,85,Goalkeeper,Senior,International,1,lafc,2,180,2,0,0,,,,,,63.90%,36,23,18,35%,66.70%,19.40%,13.90%,0.00%,23.10%,87%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,85.70%,1,1,0,1,0
Stipe,Biuk,FALSE,,,Forward,Senior,,7,lafc,19,980,10,5,7,0,7,60%,44.10%,52.40%,77.10%,292,225,26.8,50%,20.20%,20.20%,30.80%,28.80%,72.40%,83.10%,11,2,1,0,13,15,9,2,13.30%,490,0,2,0,0,2,0,0,12,15,2,0,,,,,,
Dénis,Bouanga,FALSE,175,70,Forward,Senior,Designated Player,99,lafc,17,"1,333",15,4,8,1,3,77.80%,40.90%,38.70%,71.60%,377,270,25.5,57.90%,20.40%,16.20%,36.10%,27.30%,63.60%,83.10%,26,5,1,1,23,58,27,11,19%,121.2,1,10,0,0,8,3,0,16,19,1,0,,,,,,
Armando,Avila,FALSE,178,68,Defender,,,41,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher,Jaime,FALSE,175,64,Midfielder,,,42,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham,Romero,FALSE,188,84,Goalkeeper,Supplemental Slots 25-28,,32,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan,Ordaz,FALSE,,,Forward,Supplemental Slots 29-30,Homegrown,27,lafc,7,117,1,1,1,0,0,50%,45%,25%,73.30%,30,22,23.1,-,16.70%,20.00%,30.00%,33.30%,65.40%,83.30%,2,0,0,0,1,1,1,0,0%,-,0,0,0,0,0,0,0,2,1,0,0,,,,,,
Bajung,Darboe,FALSE,,,Midfielder,,Homegrown,,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yekeson,Subah,FALSE,180,79,Forward,,,38,lafc,1,13,0,0,0,0,0,100%,50%,-,100%,1,1,6.9,-,100.00%,0.00%,0.00%,0.00%,100%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,1,0,0,,,,,,
Julian,Gaines,FALSE,178,73,Defender,Supplemental Slots 21-24,,80,lafc,2,64,1,1,1,0,0,0%,33.30%,0%,94.70%,19,18,26.7,100%,26.30%,36.80%,0.00%,36.80%,100%,91.70%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Mamadou,Mbacke,TRUE,188,74,Defender,Senior,International,5,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Crisostomo,FALSE,176,68,Midfielder,Supplemental Slots 25-28,,17,lafc,6,279,3,2,2,1,5,100%,45.20%,20%,89%,146,130,47.1,0%,31.50%,24.70%,22.60%,21.20%,82.30%,95.70%,2,1,0,0,2,1,0,0,0%,-,0,0,0,0,0,0,0,4,4,2,0,,,,,,
Denil,Maldonado,TRUE,183,78,Defender,Senior,International,2,lafc,14,"1,143",13,1,41,11,15,66.70%,55.80%,63%,86.70%,675,585,53.1,49.40%,32.10%,36.10%,26.20%,5.50%,76.90%,91.70%,2,0,0,0,2,4,2,1,25%,"1,143",0,0,1,0,1,0,0,6,11,3,0,,,,,,
Jesús,Murillo,TRUE,183,72,Defender,Senior,,3,lafc,11,802,8,1,24,5,11,42.10%,55.60%,50%,83.70%,399,334,44.8,48.40%,42.10%,30.60%,20.60%,6.80%,73.60%,91.60%,0,0,0,0,3,0,0,0,-,-,0,0,0,0,0,0,0,4,12,3,0,,,,,,
Kwadwo,Opoku,FALSE,170,70,Forward,Supplemental Slots 21-24,International,22,lafc,18,"1,111",12,7,4,2,2,66.70%,44.10%,20.70%,81.50%,281,229,22.8,53.30%,20.30%,34.90%,14.60%,30.20%,79.70%,80%,6,0,2,0,15,22,13,2,9.10%,555.5,2,0,0,0,2,0,0,24,12,1,1,,,,,,
Mohamed,Traore,TRUE,190,71,Defender,Senior,International,15,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik,Dueñas,FALSE,163,59,Midfielder,Supplemental Slots 21-24,Homegrown,18,lafc,13,644,7,3,5,1,12,50%,46.80%,50%,87.50%,305,267,42.6,50%,23.90%,25.60%,24.90%,25.60%,86.30%,88%,3,1,0,0,8,4,1,0,0%,-,0,0,0,0,0,0,0,12,16,1,0,,,,,,
Christian,Torres,FALSE,178,69,Forward,Supplemental Slots 25-28,Homegrown,21,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony,Leone,FALSE,185,82,Defender,Supplemental Slots 29-30,Homegrown,28,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José,Cifuentes,FALSE,178,70,Midfielder,Senior,InternationalU22 Initiative,20,lafc,15,"1,044",10,2,7,1,10,77.30%,42.50%,43.30%,78.40%,584,458,50.3,57.40%,35.60%,25.30%,24.80%,14.20%,73.30%,86.70%,12,1,2,1,25,15,3,0,0%,-,0,0,0,0,0,0,0,10,19,3,0,,,,,,
Francisco,Ginella,TRUE,182,73,Midfielder,Senior,,8,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego,Palacios,FALSE,169,68,Defender,Senior,International,12,lafc,18,"1,545",18,3,32,3,32,54.70%,60.10%,51.90%,85%,939,798,54.7,52.90%,35.60%,5.20%,39.50%,19.70%,78.90%,87.50%,40,8,0,0,17,13,3,0,0%,-,0,0,0,0,0,0,0,16,28,5,0,,,,,,
Eddie,Segura,TRUE,178,70,Defender,Senior,International,4,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilie,Sánchez,FALSE,182,79,Midfielder,Senior,,6,lafc,19,"1,462",18,9,18,4,19,54.50%,54.10%,66.70%,86.80%,907,787,55.8,58.30%,32.10%,36.20%,22.30%,9.50%,82.60%,91.80%,2,0,1,0,10,4,0,0,0%,-,0,0,0,0,0,0,0,7,16,3,0,,,,,,
John,McCarthy,FALSE,185,84,Goalkeeper,Supplemental Slots 21-24,,77,lafc,17,"1,530",17,0,7,,,,,,61.30%,367,225,21.6,35.30%,65.10%,20.70%,13.90%,0.30%,25.40%,79.20%,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,68.80%,6,10,4,0,0
Kellyn,Acosta,FALSE,175,68,Midfielder,Senior,,23,lafc,11,715,8,3,6,0,8,50%,47.40%,40%,84.90%,325,276,40.9,50%,28.30%,26.50%,28.00%,17.20%,73.40%,89.60%,6,0,0,0,8,5,3,0,0%,-,0,0,0,0,0,0,0,7,9,2,0,,,,,,
Maxime,Crépeau,FALSE,181,88,Goalkeeper,Senior,International,16,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,Hollingshead,FALSE,188,84,Defender,Senior,,24,lafc,18,"1,184",12,3,30,4,25,79.30%,52.80%,62.10%,81.70%,646,528,49.1,26.90%,42.30%,32.80%,11.80%,13.20%,75.60%,90.10%,2,0,0,1,12,10,2,1,10%,"1,184",0,0,1,0,1,0,0,9,20,4,0,,,,,,
Giorgio,Chiellini,FALSE,187,85,Defender,Senior,International,14,lafc,10,608,8,5,26,2,13,75%,62.80%,60%,82.40%,465,383,68.8,55.10%,42.20%,14.40%,37.60%,5.80%,74.90%,89.30%,1,1,0,0,8,3,1,1,33.30%,608,0,1,0,0,1,0,0,2,5,0,0,,,,,,
Aaron,Long,FALSE,186,79,Defender,Senior,,33,lafc,11,725,8,2,47,6,4,64.70%,67.90%,73.90%,86.20%,463,399,57.5,51.60%,29.40%,25.30%,40.00%,5.40%,72.30%,92%,0,0,1,0,2,2,1,0,0%,-,0,0,0,0,0,0,0,5,8,2,0,,,,,,
Cole,Jensen,FALSE,195,88,Goalkeeper,Supplemental Slots 25-28,,99,mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergii,Kryvtsov,FALSE,186,83,Defender,Senior,International,27,mia,16,"1,349",16,3,53,9,19,53.80%,52.10%,44.40%,86.10%,790,680,52.7,55.90%,35.40%,38.00%,21.80%,4.80%,77.10%,90.50%,1,0,0,0,1,4,1,1,25%,"1,349",0,0,0,1,1,0,0,7,9,3,0,,,,,,
Franco,Negri,FALSE,170,70,Defender,Senior,International,33,mia,16,"1,333",16,4,25,3,26,60%,57.60%,51.60%,81%,715,579,48.3,46.40%,33.30%,3.10%,44.20%,19.40%,73.40%,83.80%,48,12,1,0,12,12,4,1,8.30%,"1,333",1,0,0,0,1,0,0,11,15,3,1,,,,,,
Nicolás,Stefanelli,FALSE,166,72,Forward,Senior,International,22,mia,18,"1,025",13,10,1,1,9,66.70%,36.70%,17.60%,77.10%,414,319,36.4,35%,23.20%,20.50%,34.30%,22.00%,69.30%,88.90%,16,4,0,1,12,17,6,1,5.90%,"1,025",0,0,1,0,1,0,0,20,13,1,0,,,,,,
Shanyder,Borgelin,FALSE,193,84,Forward,Supplemental Slots 25-28,,49,mia,10,134,0,0,1,0,1,-,42.90%,52.90%,42.90%,21,9,14.1,50%,38.10%,23.80%,19.00%,19.00%,44.40%,33.30%,0,0,0,0,2,9,5,1,11.10%,134,0,1,0,0,1,0,0,5,4,0,0,,,,,,
Corentin,Jean,FALSE,170,65,Forward,Senior,International,14,mia,15,836,12,12,7,1,3,66.70%,48.90%,33.30%,86.60%,313,271,33.7,43.80%,19.20%,32.90%,12.10%,35.80%,78.70%,87.90%,18,3,0,0,17,11,7,1,9.10%,836,0,1,0,0,0,1,0,15,9,2,0,,,,,,
Dixon,Arroyo,FALSE,179,73,Midfielder,Senior,International,3,mia,11,941,11,2,11,5,12,100%,44.10%,55%,86.30%,578,499,55.3,76.90%,21.80%,36.30%,31.50%,10.40%,85%,87.60%,0,0,0,0,2,6,4,1,16.70%,941,0,1,0,0,1,0,0,10,14,1,0,,,,,,
Benjamin,Cremaschi,FALSE,,,Midfielder,Supplemental Slots 21-24,Homegrown,30,mia,15,900,11,6,4,1,8,60%,42.70%,30.80%,84.60%,369,312,36.9,46.20%,24.70%,28.20%,23.60%,23.60%,79.90%,88.90%,12,3,3,0,9,10,4,0,0%,-,0,0,0,0,0,0,0,17,22,3,0,,,,,,
Harvey,Neville,FALSE,,,Defender,Supplemental Slots 21-24,,18,mia,11,191,2,2,1,1,4,66.70%,39.10%,0%,76.40%,106,81,49.9,57.10%,27.40%,45.30%,6.60%,20.80%,67.10%,81%,4,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,4,1,0,,,,,,
David,Ruíz,FALSE,,,Midfielder,Supplemental Slots 25-28,,41,mia,10,606,7,3,0,1,8,61.50%,38%,26.10%,87.90%,280,246,41.6,53.30%,20.70%,27.90%,29.60%,21.80%,83.80%,90.70%,2,0,1,0,1,1,1,1,100%,606,1,0,0,0,0,1,0,11,16,3,1,,,,,,
Noah,Allen,FALSE,175,66,Defender,Supplemental Slots 29-30,Homegrown,32,mia,5,290,3,1,7,1,4,66.70%,56.50%,66.70%,86.10%,194,167,60.2,52.60%,29.40%,7.70%,45.40%,17.50%,83.20%,86.50%,4,1,0,0,1,1,1,0,0%,-,0,0,0,0,0,0,0,2,3,2,0,,,,,,
Carlos Joaquim,Antunes dos Santos,FALSE,194,86,Goalkeeper,Supplemental Slots 21-24,,29,mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert,Taylor,FALSE,182,78,Midfielder,Senior,,16,mia,16,771,7,6,2,2,11,55.60%,40.60%,40%,80.40%,358,288,41.8,55.60%,23.50%,26.80%,20.40%,29.30%,72.60%,88.50%,17,6,1,1,16,5,3,2,40%,385.5,0,2,0,0,0,2,0,4,10,4,0,,,,,,
Christopher,McVey,FALSE,192,80,Defender,Senior,,4,mia,16,"1,208",12,0,34,8,23,42.90%,47.10%,32%,88.90%,796,708,59.3,52.30%,34.40%,26.90%,31.70%,7.00%,80.70%,94%,0,0,0,1,7,0,0,0,-,-,0,0,0,0,0,0,0,7,16,3,0,,,,,,
Leonardo,Campana,FALSE,187,79,Forward,Senior,Young Designated Player,9,mia,13,846,9,7,8,2,2,77.80%,45.40%,51.80%,74.10%,201,149,21.4,58.30%,15.90%,28.90%,20.40%,34.80%,71.10%,77.10%,4,1,1,0,7,21,11,3,14.30%,282,1,1,1,0,2,1,0,11,13,4,0,,,,,,
Ryan,Sailor,FALSE,,,Defender,Signed,,15,mia,6,257,2,2,24,2,2,66.70%,53.80%,50%,80.20%,81,65,28.4,35.30%,32.10%,29.60%,27.20%,11.10%,52.60%,88.70%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,2,0,0,,,,,,
Jean,Mota Oliveira de Sousa,FALSE,172,72,Midfielder,Senior,International,7,mia,9,806,9,2,8,4,11,57.10%,56.30%,38.50%,83.70%,566,474,63.2,60.30%,36.20%,22.10%,27.40%,14.30%,72.90%,89%,12,1,3,1,11,9,5,0,0%,-,0,0,0,0,0,0,0,15,13,1,0,,,,,,
Nick,Marsman,FALSE,188,88,Goalkeeper,Senior,,21,mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregore,de Magalhães da Silva,FALSE,181,78,Midfielder,Senior,Designated Player,26,mia,3,253,3,1,4,0,3,66.70%,55%,72.70%,80%,145,116,51.6,64.70%,31.70%,26.20%,30.30%,11.70%,70%,88.20%,1,0,1,0,1,0,0,0,-,-,0,0,0,0,0,0,0,6,6,0,0,,,,,,
Ian,Fray,FALSE,183,73,Defender,Signed,Homegrown,24,mia,8,384,4,3,5,3,5,37.50%,50%,50%,87.80%,245,215,57.4,75%,37.60%,38.80%,16.70%,6.90%,81.40%,92.20%,2,0,0,0,0,3,2,1,33.30%,384,0,1,0,0,0,1,0,8,6,4,0,,,,,,
Edison,Azcona,FALSE,167,59,Forward,Supplemental Slots 29-30,Homegrown,28,mia,2,15,0,0,0,0,0,0%,75%,0%,83.30%,12,10,72,50%,16.70%,8.30%,8.30%,66.70%,85.70%,80%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Jake,LaCava,TRUE,183,80,Forward,Supplemental Slots 25-28,,12,mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie,Robinson,FALSE,185,77,Forward,Supplemental Slots 21-24,Generation adidas,19,mia,2,127,1,1,0,1,0,0%,53.30%,-,76.70%,60,46,42.5,0%,23.30%,13.30%,40.00%,23.30%,73.30%,76.50%,1,0,0,0,2,2,1,0,0%,-,0,0,0,0,0,0,0,2,4,1,0,,,,,,
Kamal,Miller,FALSE,183,75,Defender,Senior,,31,mia,15,"1,197",15,4,38,7,16,66.70%,59.50%,59.10%,85.10%,739,629,55.6,57.80%,46.40%,11.00%,37.50%,5.10%,77.20%,90.10%,4,1,0,0,5,2,0,0,0%,-,0,0,0,0,0,0,0,10,7,2,1,,,,,,
Rodolfo,Pizarro,FALSE,175,71,Midfielder,Senior,Designated Player,20,mia,11,773,9,6,2,1,4,38.90%,47.60%,11.10%,82.30%,372,306,43.3,70.80%,24.70%,22.00%,30.90%,22.30%,79.20%,83.50%,17,6,1,0,20,7,3,0,0%,-,0,0,0,0,0,0,0,15,8,1,0,,,,,,
Josef,Martínez,FALSE,172,74,Forward,Senior,Designated Player,17,mia,17,"1,152",13,6,5,1,1,50%,41.20%,35.50%,84%,243,204,19,57.10%,11.90%,25.50%,26.70%,35.80%,76.80%,97.50%,1,0,1,0,5,25,15,5,20%,230.4,0,5,0,0,5,0,0,18,9,1,0,,,,,,
DeAndre,Yedlin,FALSE,173,75,Defender,Senior,,2,mia,16,"1,360",15,4,25,4,18,53.80%,48.60%,57.70%,81.60%,713,582,47.2,39.70%,34.80%,41.10%,4.80%,19.40%,73.90%,86.70%,20,3,1,2,7,0,0,0,-,-,0,0,0,0,0,0,0,7,24,5,0,,,,,,
Víctor,Ulloa,FALSE,181,75,Midfielder,Senior,,13,mia,6,131,2,2,2,0,1,40%,33.30%,16.70%,88.10%,67,59,46,71.40%,35.80%,20.90%,22.40%,20.90%,84%,90.50%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,4,0,0,,,,,,
Teemu,Pukki,FALSE,180,75,Forward,,Designated Player,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sang Bin,Jeong,FALSE,175,76,Midfielder,Senior,U22 InitiativeInternational,11,min,13,729,8,5,1,0,6,66.70%,39.70%,42.10%,72.20%,162,117,20,40%,27.80%,19.10%,21.00%,32.10%,56.10%,80%,13,4,1,0,12,11,6,1,9.10%,729,0,1,0,0,1,0,0,5,8,2,0,,,,,,
Mikael,Marqués,FALSE,185,75,Defender,Senior,International,6,min,1,5,0,0,1,0,0,-,0%,-,75%,4,3,72,-,50.00%,0.00%,50.00%,0.00%,66.70%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Miguel,Tapias,FALSE,179,70,Defender,Senior,International,4,min,19,"1,710",19,0,97,12,28,66.70%,50.90%,58.30%,82.60%,855,706,45,58.80%,43.40%,16.40%,35.10%,5.10%,73.10%,87.30%,1,1,0,0,3,8,2,1,12.50%,"1,710",0,0,1,0,1,0,0,2,20,4,0,,,,,,
Ménder,García,FALSE,179,70,Forward,Senior,Designated PlayerInternational,28,min,18,769,11,11,1,0,3,50%,29.80%,23.30%,74.70%,146,109,17.1,66.70%,21.90%,23.30%,24.70%,30.10%,71.40%,78.90%,4,1,1,1,10,10,6,2,20%,384.5,0,1,1,0,2,0,0,4,13,0,0,,,,,,
Ryen,Jiba,FALSE,180,70,Defender,Supplemental Slots 25-28,,26,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britton,Fischer,FALSE,193,82,Defender,,,37,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel,Iwe,FALSE,175,69,Midfielder,Supplemental Slots 25-28,,42,min,3,50,0,0,0,0,0,-,70%,0%,63.60%,11,7,19.8,0%,18.20%,18.20%,36.40%,27.30%,66.70%,0%,2,1,0,0,0,3,1,0,0%,-,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Devin,Padelford,FALSE,183,78,Defender,Supplemental Slots 29-30,Homegrown,22,min,3,77,0,0,0,0,1,100%,44.40%,50%,61.10%,18,11,21,66.70%,55.60%,5.60%,33.30%,5.60%,45%,66.70%,5,0,0,0,0,1,0,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Tani,Oluwaseyi,TRUE,187,77,Forward,Supplemental Slots 25-28,International,16,min,2,11,0,0,1,0,0,50%,40%,0%,0%,1,0,8.2,-,100.00%,0.00%,0.00%,0.00%,0%,-%,0,0,0,0,0,1,0,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Bongokuhle,Hlongwane,FALSE,185,74,Forward,Senior,InternationalU22 Initiative,21,min,18,"1,586",18,2,17,4,19,71.40%,49.10%,51.60%,70.50%,498,351,28.3,25%,31.90%,30.70%,17.90%,19.50%,66.40%,75.50%,17,4,1,1,18,40,22,5,12.50%,317.2,1,4,0,0,4,1,0,41,16,2,0,,,,,,
Joseph,Rosales,FALSE,180,,Midfielder,Supplemental Slots 21-24,International,8,min,11,607,6,5,5,1,4,75%,44.30%,40%,75.20%,206,155,30.5,7.10%,35.90%,15.00%,27.20%,21.80%,65.50%,73.50%,17,1,0,0,8,5,3,1,20%,607,1,0,0,0,1,0,0,10,19,0,0,,,,,,
Kervin,Arriaga,FALSE,,77,Midfielder,Senior,International,33,min,14,821,8,1,18,2,13,69.20%,60.30%,80.40%,79.50%,459,365,50.3,57.80%,37.70%,26.80%,26.60%,8.90%,74.80%,85.10%,5,0,1,0,7,12,4,2,16.70%,410.5,1,1,0,0,1,1,1,13,9,4,0,,,,,,
Franco,Fragapane,FALSE,165,68,Midfielder,Senior,International,7,min,17,"1,071",12,11,2,0,10,55.60%,52.50%,54.50%,77.10%,415,320,34.9,72.70%,28.40%,14.00%,37.80%,19.80%,70.70%,75.70%,16,1,1,0,22,13,7,0,0%,-,0,0,0,0,0,0,0,21,9,2,0,,,,,,
David,Taylor,FALSE,175,74,Defender,Supplemental Slots 25-28,,27,min,17,"1,478",17,3,48,8,21,67.70%,50%,48.80%,70.70%,665,470,40.5,32.60%,51.30%,22.70%,10.40%,15.60%,63.10%,74.10%,57,13,0,1,12,7,1,0,0%,-,0,0,0,0,0,0,0,5,16,3,0,,,,,,
Patrick,Weah,TRUE,185,81,Forward,Supplemental Slots 29-30,Homegrown,29,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel,Reynoso,FALSE,170,68,Midfielder,Senior,InternationalDesignated Player,10,min,4,249,2,1,0,0,1,80%,58.10%,50%,83.10%,130,108,47,57.10%,40.80%,26.20%,22.30%,10.80%,66.90%,96.60%,11,5,0,0,11,10,6,3,30%,83,3,0,0,0,2,1,0,11,5,1,0,,,,,,
Bakaye,Dibassy,FALSE,183,74,Defender,Senior,,12,min,1,1,0,0,1,0,1,-,100%,100%,-,0,0,0,-,-%,-%,-%,-%,-%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Cameron,Dunbar,FALSE,163,72,Forward,Supplemental Slots 29-30,Homegrown,23,min,3,112,1,1,2,0,2,0%,41.20%,0%,68.80%,16,11,12.9,25%,37.50%,12.50%,31.30%,18.80%,42.90%,100%,5,1,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,4,0,0,0,,,,,,
Fred,Emmings,FALSE,196,95,Goalkeeper,Supplemental Slots 29-30,Homegrown,99,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,Lod,FALSE,181,78,Midfielder,Senior,,17,min,10,899,10,1,10,1,6,55.60%,45.30%,44.40%,81.40%,431,351,43.1,50%,36.40%,27.60%,21.10%,14.80%,75.50%,91.50%,7,3,1,1,12,10,5,0,0%,-,0,0,0,0,0,0,0,8,16,0,0,,,,,,
Dayne,St. Clair,FALSE,191,79,Goalkeeper,Senior,,97,min,16,"1,440",16,0,11,,,,,,71.40%,398,284,24.9,40%,53.80%,26.60%,19.60%,0.00%,33.30%,87.80%,0,0,0,0,0,,,,,,,,,,,,,1,0,1,0,64.40%,5,5,5,0,0
Hassani,Dotson,FALSE,180,77,Midfielder,Senior,,31,min,19,"1,238",14,6,26,6,19,55.30%,49.50%,47.80%,84%,619,520,45,73.70%,30.00%,24.70%,29.20%,16.00%,77.90%,90.20%,11,1,1,0,8,15,7,1,6.70%,"1,238",0,1,0,0,1,0,0,12,14,2,0,,,,,,
Eric,Dick,FALSE,196,93,Goalkeeper,Supplemental Slots 21-24,,13,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brent,Kallman,FALSE,188,86,Defender,Senior,,14,min,6,176,2,1,11,1,0,66.70%,70%,88.90%,82.60%,86,71,44,66.70%,37.20%,37.20%,22.10%,3.50%,76.20%,84.60%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,3,1,0,0,,,,,,
Kemar,Lawrence,FALSE,178,73,Defender,Senior,,92,min,13,"1,104",13,3,24,7,16,76.50%,67.20%,66.70%,75.20%,412,310,33.6,32.10%,49.00%,4.60%,27.70%,18.70%,64.60%,79.40%,45,9,0,0,11,2,1,0,0%,-,0,0,0,0,0,0,0,6,3,0,0,,,,,,
Michael,Boxall,FALSE,188,91,Defender,Senior,,15,min,18,"1,620",18,0,73,22,34,62.50%,64.40%,70.30%,88.20%,779,687,43.3,58.60%,38.90%,35.30%,19.90%,5.90%,81.90%,91.20%,2,0,0,0,4,3,1,1,33.30%,"1,620",0,1,0,0,1,0,0,11,17,5,0,,,,,,
Zarek,Valentin,FALSE,183,77,Defender,Senior,,3,min,11,739,8,1,15,5,7,72.70%,44.70%,28.60%,68.30%,265,181,32.3,35.80%,50.60%,33.20%,3.40%,12.80%,59.20%,78.60%,12,2,2,0,6,0,0,0,-,-,0,0,0,0,0,0,0,1,4,0,0,,,,,,
